5.000049999999999217e-01 3.624664854827775784e+00
1.500014999999999876e+00 4.839139848286341028e+00
2.500024999999999498e+00 4.707608975943654350e+00
3.500034999999999563e+00 4.381213500378393633e+00
4.500044999999999185e+00 4.054028519033207267e+00
5.500054999999998806e+00 3.686692542635708669e+00
6.500064999999999316e+00 3.294907760286327481e+00
7.500074999999998937e+00 2.804373678112934254e+00
8.500084999999998558e+00 2.116920154187555969e+00
9.500094999999998180e+00 1.673998062683601518e+00
1.050010499999999780e+01 1.279178237921006378e+00
1.150011499999999742e+01 1.082737648956697551e+00
1.250012499999999882e+01 9.367279811748572271e-01
1.350013499999999844e+01 8.387432129611402942e-01
1.450014499999999806e+01 5.216083146707404250e-01
1.550015499999999768e+01 1.925494437010735194e-01
1.650016499999999908e+01 1.324785460752853083e-02
1.750017499999999870e+01 0.000000000000000000e+00
1.850018499999999833e+01 1.145588183141599270e-01
1.950019499999999795e+01 3.201360550251488579e-01
2.050020499999999757e+01 5.473694571177072365e-01
2.150021499999999719e+01 7.581146201995667688e-01
2.250022499999999681e+01 9.254262527504462099e-01
2.350023499999999643e+01 1.119668976846329045e+00
2.450024499999999605e+01 1.304702366105950695e+00
2.550025499999999568e+01 1.599504465943982101e+00
2.650026499999999530e+01 2.016501153961570036e+00
2.750027499999999492e+01 2.522702050217774605e+00
2.850028499999999454e+01 3.141680821068598917e+00
2.950029499999999416e+01 3.790255815695805275e+00
3.050030499999999378e+01 4.500940479887088230e+00
3.150031499999999340e+01 5.289660297320526894e+00
3.250032499999999658e+01 6.084249617609764016e+00
3.350033499999999265e+01 7.043063292353602733e+00
3.450034499999999582e+01 6.956042062608565502e+00
